epoch,loss,mse,val_loss,val_mse
0,1.840894341468811,5.15933084487915,1.5341241359710693,3.0919220447540283
1,1.7209745645523071,4.492366313934326,1.5279850959777832,3.2194671630859375
2,1.5893090963363647,3.9227795600891113,1.3846313953399658,2.817373275756836
3,1.405807375907898,3.182137966156006,1.1908396482467651,2.223128318786621
4,1.1930731534957886,2.407270908355713,0.9507940411567688,1.5043824911117554
5,0.9947881698608398,1.7374436855316162,0.6287382245063782,0.7523148059844971
6,0.8897072076797485,1.407942771911621,0.5208035111427307,0.5681722164154053
7,0.8219020366668701,1.2200419902801514,0.36154624819755554,0.4716453552246094
8,0.7870438098907471,1.1323844194412231,0.3954094350337982,1.20348060131073
9,0.7526566386222839,1.0370721817016602,0.39662009477615356,0.8763302564620972
10,0.7149681448936462,0.942374050617218,0.3599734902381897,0.384769469499588
11,0.6861147880554199,0.8676818609237671,0.31402671337127686,0.3418455421924591
12,0.6566175222396851,0.8110034465789795,0.31529557704925537,1.1012977361679077
13,0.6333826780319214,0.747657835483551,0.28221550583839417,0.4050227403640747
14,0.6088389754295349,0.6967301368713379,0.30660712718963623,0.4091718792915344
15,0.5856812000274658,0.6403481364250183,0.2536745071411133,0.2736256718635559
16,0.5623703002929688,0.590911865234375,0.2640974521636963,0.5325667858123779
17,0.5445274114608765,0.5572608709335327,0.2744768559932709,0.555102527141571
18,0.523323118686676,0.5145772099494934,0.238072469830513,0.22402533888816833
19,0.5026428699493408,0.4747641384601593,0.24259580671787262,0.30976563692092896
20,0.4848508834838867,0.4405994415283203,0.2473253756761551,0.3977808356285095
21,0.4638877213001251,0.4014992415904999,0.24152465164661407,0.2867670953273773
22,0.4534509479999542,0.3811061382293701,0.2598007321357727,0.9872384071350098
23,0.4313834607601166,0.34647873044013977,0.24086692929267883,0.3049873113632202
24,0.41848990321159363,0.32478266954421997,0.20982962846755981,0.17284147441387177
25,0.40543386340141296,0.30231860280036926,0.21741905808448792,0.16377222537994385
26,0.39108872413635254,0.28043410181999207,0.20273400843143463,0.1746632605791092
27,0.37866339087486267,0.2645774483680725,0.20196446776390076,0.1777978539466858
28,0.3659898042678833,0.24619035422801971,0.20192751288414001,0.15711671113967896
29,0.3543708622455597,0.2285168319940567,0.21245861053466797,0.2544980049133301
30,0.3431275486946106,0.21379612386226654,0.19994519650936127,0.15926621854305267
31,0.32919952273368835,0.19507445394992828,0.20010310411453247,0.1904599517583847
32,0.32258307933807373,0.18495211005210876,0.187927708029747,0.12856315076351166
33,0.311933696269989,0.17384442687034607,0.20312708616256714,0.1614946722984314
34,0.3051428496837616,0.16703462600708008,0.18647126853466034,0.11815237998962402
35,0.3033856451511383,0.16401568055152893,0.18520955741405487,0.15018300712108612
36,0.2901855707168579,0.1508910357952118,0.18422426283359528,0.11778564751148224
37,0.28586333990097046,0.1446862816810608,0.17249619960784912,0.15174444019794464
38,0.2803772985935211,0.13961239159107208,0.17570070922374725,0.1533052623271942
39,0.2748779356479645,0.13308119773864746,0.17717574536800385,0.1226269081234932
40,0.2736828029155731,0.13109031319618225,0.16928128898143768,0.08207598328590393
41,0.26093634963035583,0.1186848133802414,0.16719484329223633,0.09290742874145508
42,0.258279949426651,0.11603546142578125,0.1688077598810196,0.1289018988609314
43,0.25001639127731323,0.10880259424448013,0.17344366014003754,0.16936510801315308
44,0.25160646438598633,0.10886142402887344,0.20429548621177673,0.99089515209198
45,0.24506160616874695,0.10372188687324524,0.17208991944789886,0.103174589574337
46,0.24305732548236847,0.10161222517490387,0.1594805270433426,0.06518439948558807
47,0.2412247657775879,0.09923514723777771,0.1514773815870285,0.045388173311948776
48,0.2376720905303955,0.097121462225914,0.15560056269168854,0.06365847587585449
49,0.23677094280719757,0.09608718007802963,0.15882906317710876,0.07837264984846115
50,0.23399366438388824,0.09407161176204681,0.15560972690582275,0.059675946831703186
51,0.23399004340171814,0.09379489719867706,0.15046992897987366,0.05304992198944092
52,0.23124875128269196,0.09105417132377625,0.14789840579032898,0.044977955520153046
53,0.2266635298728943,0.08760837465524673,0.14827822148799896,0.04731530323624611
54,0.2288195937871933,0.08913646638393402,0.15911942720413208,0.09633942693471909
55,0.2288893312215805,0.08902916312217712,0.16171784698963165,0.13125263154506683
56,0.22818659245967865,0.0895964577794075,0.15655536949634552,0.08507528901100159
57,0.22835303843021393,0.08804894238710403,0.15257486701011658,0.05570579692721367
58,0.22464080154895782,0.08639353513717651,0.1434081494808197,0.04260249063372612
59,0.2242702692747116,0.08589382469654083,0.1456826776266098,0.04417247325181961
60,0.22334100306034088,0.0845332071185112,0.1415603905916214,0.04026465490460396
61,0.21880245208740234,0.08152857422828674,0.14409895241260529,0.041900623589754105
62,0.22261853516101837,0.08373982459306717,0.1428251415491104,0.04393702372908592
63,0.21936842799186707,0.08173155039548874,0.14862924814224243,0.04793412238359451
64,0.2174508273601532,0.08028068393468857,0.16296136379241943,0.061925008893013
65,0.21485315263271332,0.07882526516914368,0.15945909917354584,0.11156866699457169
66,0.21797624230384827,0.08045081794261932,0.17567607760429382,0.42441681027412415
67,0.21897436678409576,0.08076176047325134,0.1516626477241516,0.04444929212331772
68,0.215766042470932,0.0789145901799202,0.14479169249534607,0.04493708536028862
69,0.21642881631851196,0.0790361762046814,0.14147701859474182,0.04446946084499359
70,0.2196349799633026,0.08206140995025635,0.13908597826957703,0.03989848122000694
71,0.21769924461841583,0.08019382506608963,0.14506494998931885,0.04927114397287369
72,0.21572381258010864,0.07962104678153992,0.14320184290409088,0.047238368541002274
73,0.21235401928424835,0.07617700099945068,0.1453627198934555,0.04934209957718849
