epoch,loss,mse,val_loss,val_mse
74,0.2168169468641281,0.07968814671039581,0.14317159354686737,0.041578665375709534
75,0.21393367648124695,0.07762781530618668,0.1429266333580017,0.04887103661894798
76,0.21783502399921417,0.08031290024518967,0.14098839461803436,0.041149433702230453
77,0.21476003527641296,0.07817389816045761,0.15039268136024475,0.08056820183992386
78,0.21026796102523804,0.07445623725652695,0.1400313526391983,0.041255831718444824
79,0.2138206958770752,0.07703197002410889,0.14806033670902252,0.06847338378429413
80,0.21064884960651398,0.07525739818811417,0.15306636691093445,0.09579373151063919
81,0.21156437695026398,0.07546835392713547,0.1414823979139328,0.04695401340723038
82,0.21321970224380493,0.07720682770013809,0.14336127042770386,0.05766996741294861
83,0.2107953280210495,0.0754564106464386,0.1378786563873291,0.0411849170923233
84,0.20931237936019897,0.07410234212875366,0.1417943239212036,0.05512237548828125
85,0.20746654272079468,0.07271360605955124,0.14277154207229614,0.051845889538526535
86,0.21159727871418,0.07599533349275589,0.13688325881958008,0.03986846283078194
87,0.20721875131130219,0.07221589237451553,0.1428477168083191,0.06065676361322403
88,0.2061408907175064,0.07184720039367676,0.1354343593120575,0.0385412871837616
89,0.20685097575187683,0.07209455221891403,0.13829801976680756,0.04517101123929024
90,0.2097093164920807,0.07456013560295105,0.1376889944076538,0.041157450526952744
91,0.21004675328731537,0.07360370457172394,0.1390140950679779,0.04747848957777023
92,0.20442171394824982,0.07102823257446289,0.13793888688087463,0.04049156606197357
93,0.20764246582984924,0.0728052482008934,0.137995183467865,0.04197542741894722
94,0.20528116822242737,0.07107451558113098,0.1403435617685318,0.046621549874544144
95,0.20678237080574036,0.07249513268470764,0.14047840237617493,0.04563695937395096
96,0.20267458260059357,0.06921356916427612,0.13717792928218842,0.04136722534894943
97,0.20592805743217468,0.0720958486199379,0.14406096935272217,0.0615232028067112
98,0.20267599821090698,0.06945999711751938,0.14157861471176147,0.0607101209461689
99,0.2041744738817215,0.07030513882637024,0.14268901944160461,0.05201457068324089
100,0.20532391965389252,0.07082013040781021,0.15120787918567657,0.11145846545696259
101,0.20565791428089142,0.0714484378695488,0.13881193101406097,0.05360320582985878
102,0.2058180421590805,0.07135593891143799,0.13884805142879486,0.04610039293766022
103,0.20600026845932007,0.0718657448887825,0.14337576925754547,0.07303691655397415
104,0.20617800951004028,0.07121989130973816,0.14295881986618042,0.07911662012338638
105,0.2077091485261917,0.07271835207939148,0.14193090796470642,0.0662970095872879
106,0.20751555263996124,0.07242899388074875,0.13706324994564056,0.04548065736889839
107,0.20516188442707062,0.07179515063762665,0.1448712795972824,0.07237620651721954
108,0.20554965734481812,0.07143828272819519,0.1348547339439392,0.03929400444030762
109,0.20501895248889923,0.07074688374996185,0.14243879914283752,0.05975889042019844
110,0.2063966542482376,0.07175275683403015,0.13689234852790833,0.04204389452934265
111,0.20653332769870758,0.0723457783460617,0.13905289769172668,0.05088679865002632
112,0.20649155974388123,0.07230689376592636,0.1393229067325592,0.05382458120584488
113,0.20785869657993317,0.07277941703796387,0.14031188189983368,0.055050697177648544
114,0.20335516333580017,0.07042180746793747,0.14563898742198944,0.0812365710735321
115,0.20604950189590454,0.07188764214515686,0.13887625932693481,0.04827307164669037
116,0.2027508020401001,0.06931646168231964,0.1415790319442749,0.05057290568947792
117,0.2031211405992508,0.07005824148654938,0.14107725024223328,0.06100922077894211
118,0.20027372241020203,0.06802310049533844,0.1382993757724762,0.04769803211092949
119,0.20418943464756012,0.07010163366794586,0.13709060847759247,0.042244650423526764
120,0.20992431044578552,0.07423608750104904,0.14278461039066315,0.06003538519144058
121,0.20173025131225586,0.06899029016494751,0.13928340375423431,0.05719861388206482
122,0.20714585483074188,0.07215852290391922,0.1439855545759201,0.07466940581798553
123,0.20723974704742432,0.07225104421377182,0.13489264249801636,0.039262138307094574
124,0.20575523376464844,0.07159630209207535,0.14651520550251007,0.10488086938858032
125,0.20320940017700195,0.06957346946001053,0.13716565072536469,0.04156072065234184
126,0.20718732476234436,0.07281795144081116,0.14280331134796143,0.07173550128936768
127,0.20326419174671173,0.06958045065402985,0.14452220499515533,0.08572743088006973
128,0.20248761773109436,0.06962334364652634,0.14638130366802216,0.11342796683311462
129,0.20582176744937897,0.07119399309158325,0.13596726953983307,0.043391481041908264
130,0.20411771535873413,0.07059474289417267,0.1426893025636673,0.06813293695449829
131,0.20531608164310455,0.07126369327306747,0.1417616605758667,0.053132470697164536
132,0.20472761988639832,0.07013721764087677,0.1384037286043167,0.04821348562836647
133,0.20637834072113037,0.07170838117599487,0.159206360578537,0.19700132310390472
134,0.20497116446495056,0.0712815672159195,0.1404901146888733,0.05661070719361305
135,0.20384088158607483,0.07005425542593002,0.146440789103508,0.10583385825157166
136,0.20368146896362305,0.0701916515827179,0.13665372133255005,0.04881058633327484
137,0.20397450029850006,0.07036493718624115,0.14003880321979523,0.05821210891008377
138,0.20777972042560577,0.07256550341844559,0.1469789743423462,0.13039067387580872
139,0.20562805235385895,0.07171458005905151,0.13770216703414917,0.04115879163146019
140,0.20429685711860657,0.07055161893367767,0.14972639083862305,0.1409543752670288
141,0.2027568817138672,0.06990467011928558,0.14728227257728577,0.12185610085725784
142,0.19971707463264465,0.06720171868801117,0.14793863892555237,0.13491396605968475
143,0.20072375237941742,0.06831789761781693,0.14815638959407806,0.1415029913187027
144,0.20426993072032928,0.0699370801448822,0.15135961771011353,0.14798873662948608
145,0.20564819872379303,0.07139316946268082,0.14758935570716858,0.13761168718338013
146,0.2040959745645523,0.07050175964832306,0.1479824334383011,0.14122404158115387
147,0.20045454800128937,0.06805333495140076,0.14900951087474823,0.15547135472297668
148,0.20285387337207794,0.06941625475883484,0.1460706740617752,0.1325170248746872
149,0.19943970441818237,0.06744316965341568,0.14128106832504272,0.05930159240961075
150,0.20388276875019073,0.07055579870939255,0.14547057449817657,0.09834647923707962
151,0.20651887357234955,0.07199213653802872,0.13653363287448883,0.04353116452693939
152,0.2034870684146881,0.07003486156463623,0.1460370123386383,0.10842977464199066
153,0.20457936823368073,0.0704171285033226,0.1475609391927719,0.1341930478811264
154,0.1998022496700287,0.06767154484987259,0.14736831188201904,0.12056884914636612
155,0.2052701860666275,0.07157722115516663,0.13744167983531952,0.04446246474981308
156,0.2057628333568573,0.07125906646251678,0.1333712339401245,0.03808678686618805
157,0.20310907065868378,0.07000145316123962,0.13584846258163452,0.04254569113254547
158,0.20298881828784943,0.0693938210606575,0.13739736378192902,0.045941099524497986
159,0.204504132270813,0.07059213519096375,0.13621240854263306,0.04522544518113136
160,0.2018640786409378,0.06874962151050568,0.13561153411865234,0.043105922639369965
161,0.20143838226795197,0.06803008168935776,0.14200611412525177,0.06983235478401184
162,0.20569729804992676,0.07129431515932083,0.1468278169631958,0.13091449439525604
163,0.202170267701149,0.06921476125717163,0.13856959342956543,0.04688376933336258
164,0.20487430691719055,0.07064718753099442,0.13644066452980042,0.04257252812385559
165,0.2037111073732376,0.0700397863984108,0.1448071002960205,0.08516671508550644
166,0.20516511797904968,0.07106711715459824,0.14853155612945557,0.15390172600746155
167,0.2011614441871643,0.06863207370042801,0.13541249930858612,0.04125478118658066
168,0.2061745524406433,0.07126814872026443,0.1446271389722824,0.09847252070903778
169,0.20220839977264404,0.0693831741809845,0.14104227721691132,0.054227009415626526
170,0.20380325615406036,0.07023219019174576,0.1501171737909317,0.13335099816322327
171,0.2041333019733429,0.0703279972076416,0.14757639169692993,0.11159110814332962
172,0.20326955616474152,0.06951600313186646,0.1491011530160904,0.15817296504974365
173,0.20150300860404968,0.06881244480609894,0.1359870880842209,0.040999636054039
174,0.2050078809261322,0.07109950482845306,0.1425764113664627,0.0703030377626419
175,0.20339876413345337,0.0700993463397026,0.14811484515666962,0.14831286668777466
176,0.2039470672607422,0.07090548425912857,0.15210196375846863,0.1544402539730072
177,0.20338205993175507,0.06987451761960983,0.14979992806911469,0.14056633412837982
178,0.20532363653182983,0.07088771462440491,0.13505683839321136,0.03910919651389122
179,0.20341302454471588,0.06990201026201248,0.14553552865982056,0.08805012702941895
180,0.20643967390060425,0.07224555313587189,0.1484219878911972,0.13750392198562622
181,0.2071894258260727,0.07214197516441345,0.13949625194072723,0.057717613875865936
182,0.20684568583965302,0.07222772389650345,0.13910631835460663,0.059333086013793945
183,0.20288912951946259,0.06989306956529617,0.13588030636310577,0.04071754589676857
184,0.20952235162258148,0.07398827373981476,0.14227941632270813,0.07060270011425018
185,0.20222686231136322,0.06845621019601822,0.14650219678878784,0.11558607965707779
186,0.20199236273765564,0.06884000450372696,0.13896507024765015,0.049321919679641724
187,0.20920348167419434,0.07409309595823288,0.14669865369796753,0.1172061637043953
188,0.20610958337783813,0.07208016514778137,0.14329546689987183,0.07064417749643326
189,0.20209291577339172,0.06922721862792969,0.14581361413002014,0.1020042821764946
190,0.2060043066740036,0.07188050448894501,0.1358995884656906,0.040478385984897614
191,0.2098608911037445,0.07431346923112869,0.13646508753299713,0.04099990427494049
192,0.20498597621917725,0.0713728815317154,0.13569633662700653,0.04009333997964859
193,0.20445694029331207,0.07061461359262466,0.13640105724334717,0.03985421359539032
194,0.205494225025177,0.07126650959253311,0.14063382148742676,0.06754352897405624
195,0.20121650397777557,0.06861767172813416,0.1384246051311493,0.05368044972419739
196,0.2040378302335739,0.07057644426822662,0.1461343616247177,0.12731172144412994
197,0.20369255542755127,0.07025054097175598,0.1479877382516861,0.1164466068148613
198,0.20386385917663574,0.07014641910791397,0.14819318056106567,0.13452687859535217
199,0.2074066698551178,0.07322635501623154,0.1411721110343933,0.06012815982103348
